rowname,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,geneID,geneName,geneBiotype,broadClass,sample01,sample02,sample03,sample04,sample05,sample06,sample07,sample08,sample09,sample10,sample11,sample12
gene020,0.16250312318213,-0.107022493336316,0.325762637752005,-0.328529060529617,0.742511675368489,0.848340925650895,ENSG00000002016,RAD52,protein_coding,coding,0,0.960842946868237,0,0.989194531317322,0,0,0,0,0,0,0,0
gene021,14.6487417325788,1.49754448993426,0.491220930071156,3.04211954376161,0.00234918577898548,0.0149685298994331,ENSG00000002079,MYH16,transcribed_unitary_pseudogene,pseudo,1.00515233311539,0.960842946868237,2.88256714210764,3.95677812526929,13.7369070255207,9.19408358329924,79.3300249134185,3.66070996986511,15.0108569679658,25.8334862562872,13.4678646815258,6.74562684570298
gene022,21.736372805225,-0.968924819320299,0.417257172337224,-2.31926849587767,0.0203804825238166,0.0679805356666904,ENSG00000002330,BAD,protein_coding,coding,39.2009409915002,32.6686601935201,21.1388257087893,64.2976445356259,4.90603822340025,19.4097320091873,21.4657714471603,14.6428398794604,6.56724992348505,9.56795787269897,6.73393234076289,20.236880537109
gene023,67.0125728405616,-1.24348799035276,0.268629742388399,-4.62458292532604,3.7535289826337e-06,0.000100233942984746,ENSG00000002549,LAP3,protein_coding,coding,76.3915773167697,73.024063961986,111.459262828162,135.519650790473,106.951633270126,72.5311038238051,46.664720537305,37.5222771911174,37.5271424199146,48.7965851507647,32.7076713694198,25.0551854268968
gene024,8.70238438097469,0.11185560804154,0.472999728379248,0.236500416034449,0.813044384486346,0.893989068782553,ENSG00000002586,CD99,protein_coding,coding,19.0978943291924,9.60842946868237,5.76513428421528,5.93516718790393,3.9248305787202,5.10782421294402,9.332944107461,6.40624244726394,2.81453568149359,24.8766904690173,2.8859710031841,8.67294880161812
gene025,4.33886464203759,-0.511941378628552,0.515486110730739,-0.991862736813656,0.321264488727561,0.523503117697043,ENSG00000002587,HS3ST1,protein_coding,coding,2.01030466623078,4.80421473434119,9.60855714035879,6.92436171922125,7.8496611574404,2.04312968517761,7.4663552859688,3.66070996986511,0,0.956795787269897,1.9239806687894,4.81830488978785
gene026,12.0501427333845,-0.878856028740672,0.445307195383734,-1.96974230504916,0.0488679118520727,0.131996479296088,ENSG00000002726,AOC1,protein_coding,coding,24.1236559947694,8.64758652181414,20.1779699947535,24.7298632829331,17.6617376042409,4.08625937035522,4.6664720537305,6.40624244726394,19.7017497704552,6.69757051088928,3.8479613375788,3.85464391183028
gene027,28.2291341579354,-0.253726362088639,0.437914321745352,-0.579424413669299,0.562302834906604,0.724001318519643,ENSG00000002745,WNT16,protein_coding,coding,37.1906363252694,35.5511890341248,21.1388257087893,24.7298632829331,46.1167592999624,23.4959913795425,7.4663552859688,22.8794373116569,5.62907136298719,2.87038736180969,59.6434007324714,52.0376928097087
gene028,5.29813676150793,-0.194488647609394,0.525821690724602,-0.369811955244543,0.711522606787648,0.837149215314132,ENSG00000002746,HECW1,protein_coding,coding,3.01545699934617,4.80421473434119,0,15.8271125010772,9.81207644680051,2.04312968517761,1.8665888214922,7.32141993973022,14.072678407468,0,1.9239806687894,2.89098293387271
gene029,16.6007743326773,-0.819953277410069,0.443591457226614,-1.84684525821772,0.0647695704125473,0.159139646665209,ENSG00000002822,MAD1L1,protein_coding,coding,11.0566756642693,43.2379326090707,7.68684571228703,11.8703343758079,41.2107210765621,19.4097320091873,14.9327105719376,1.83035498493256,4.69089280248932,7.65436629815917,15.3918453503152,20.236880537109
gene030,61.5834809381915,0.300456782678017,0.284677425918056,1.05533579337308,0.291271776470556,0.482665987958894,ENSG00000002834,LASP1,protein_coding,coding,29.1494176603463,88.3975511118778,57.6513428421528,54.4056992224527,44.1543440106023,54.1429366572066,97.9959131283405,64.0624244726394,75.0542848398292,45.9261977889551,60.6053910668661,67.4562684570298
gene031,6.51660300859342,-0.693735766000543,0.482562125828509,-1.43444311149862,0.151445852375385,0.301535321574285,ENSG00000002919,SNX11,protein_coding,coding,7.03606633180773,19.2168589373647,4.8042785701794,3.95677812526929,12.7556993808407,4.08625937035522,1.8665888214922,9.15177492466277,1.87635712099573,4.78397893634948,4.8099516719735,3.85464391183028
gene032,18.7231300539676,-0.550924777229613,0.436648414574447,-1.26148657632478,0.207133593365456,0.378475720230263,ENSG00000002933,TMEM176A,protein_coding,coding,43.2215503239618,13.4518012561553,4.8042785701794,45.5029484405968,13.7369070255207,18.3881671665985,12.1328273396993,6.40624244726394,5.62907136298719,34.4446483417163,13.4678646815258,13.491253691406
gene033,577.290577870209,0.336115255009509,0.277060443605523,1.2131411230264,0.225075869817011,0.399509668925195,ENSG00000003056,M6PR,protein_coding,coding,921.724689466813,500.599175318352,345.908057052917,240.374271110109,578.91251036123,443.359141683541,681.304919844653,758.682141254544,939.116739058363,458.305182102281,476.185215525376,583.014891664329
gene034,3.30506851318228,0.01745525760183,0.532370967801306,0.0327930455614182,0.973839624069761,0.987751618699329,ENSG00000003096,KLHL13,protein_coding,coding,3.01545699934617,0.960842946868237,6.72598999825115,1.97838906263464,6.86845351276035,0,0.9332944107461,0,2.81453568149359,0,10.5818936783417,5.78196586774542
gene035,9.52100727391755,-1.09475208443418,0.45984642725665,-2.3715911930591,0.017711675333846,0.0628764474351534,ENSG00000003137,CYP26B1,protein_coding,coding,16.0824373298462,5.76505768120942,15.3736914245741,16.8163070323945,22.5677758276412,7.15095389812163,2.7998832322383,0,6.56724992348505,8.61116208542907,5.77194200636819,6.74562684570298
gene036,1.59619512733318,0.321550500303901,0.518327258563857,0.621701997134637,0.534137838173115,0.706837815051253,ENSG00000003147,ICA1,protein_coding,coding,0,0,0.960855714035879,0,5.8872458680803,0,1.8665888214922,0.915177492466277,3.75271424199146,0.956795787269897,1.9239806687894,2.89098293387271
gene037,48.611272285931,0.647466018083598,0.348403540601099,1.85782772479385,0.0631934826451638,0.156254531714659,ENSG00000003249,DBNDD1,protein_coding,coding,39.2009409915002,31.7078172466518,37.4733728473993,15.8271125010772,34.3422675638018,60.2723257127395,96.1293243068483,60.4017145027743,94.7560346102843,60.2781345980035,31.7456810350251,21.2005415150665
gene038,27.5678497400749,0.215768775192462,0.360517345343769,0.598436021630191,0.549549036416451,0.71126528932025,ENSG00000003393,ALS2,protein_coding,coding,15.0772849967309,29.7861313529154,38.4342285614352,20.7730851576638,23.5489834723212,23.4959913795425,8.3996496967149,38.4374546835837,30.0217139359317,24.8766904690173,53.8714587261032,24.0915244489392
gene039,6.77423665993141,-1.46580775480662,0.525218568008719,-2.79254640637606,0.005229496584219,0.0262531293167358,ENSG00000003400,CASP10,protein_coding,coding,5.02576166557695,3.84337178747295,0,29.6758359395197,9.81207644680051,21.4528616943649,1.8665888214922,0,0,2.87038736180969,0.961990334394699,5.78196586774542
gene040,15.5759771040755,0.156398059265241,0.404373624550876,0.386688755183341,0.6989866418754,0.834993615889345,ENSG00000003402,CFLAR,protein_coding,coding,4.02060933246156,18.2560159904965,11.5302685684306,20.7730851576638,23.5489834723212,9.19408358329924,23.3323602686525,24.7097922965895,14.072678407468,10.5247536599689,19.239806687894,7.70928782366055
gene041,102.730126963581,0.12029047357882,0.30355252597846,0.396273982716077,0.691902918362324,0.832628935656356,ENSG00000003436,TFPI,protein_coding,coding,148.762545301078,88.3975511118778,94.1638599755162,151.34676329155,68.6845351276035,36.776334333197,131.5945119152,59.486537010308,121.963212864722,88.9820082161004,137.564617818442,105.039046597375
gene042,0.32500624636426,-0.207554781812345,0.325762637752005,-0.616661136756828,0.537458260114004,0.706837815051253,ENSG00000003509,NDUFAF7,protein_coding,coding,0,1.92168589373647,0,1.97838906263464,0,0,0,0,0,0,0,0
gene043,4.64817001046798,-0.355894404460058,0.530594621263857,-0.670900257896215,0.502284072059646,0.691510204469928,ENSG00000003756,RBM5,protein_coding,coding,5.02576166557695,20.177701884233,0.960855714035879,5.93516718790393,0,2.04312968517761,0,5.49106495479767,8.44360704448078,0.956795787269897,0.961990334394699,5.78196586774542
gene044,197.885307160702,0.711346936992103,0.266252323980512,2.67148904579957,0.00755155372046819,0.0357440209435494,ENSG00000003987,MTMR7,protein_coding,coding,174.896505962078,88.3975511118778,137.402367107131,170.141459386579,115.782502072246,194.097320091873,185.725587738474,142.767688824739,205.461104749032,319.569792948146,260.699380620963,379.682425315282
gene045,21.0804940603615,-1.0472284697746,0.409142113533686,-2.55564851112913,0.0105990121453837,0.0435347854236009,ENSG00000003989,SLC7A2,protein_coding,coding,21.1081989954232,20.177701884233,19.2171142807176,26.7082523455677,24.5301911170013,67.4232796108611,6.5330608752227,14.6428398794604,7.50542848398292,18.179119958128,24.0497583598675,2.89098293387271
gene046,72.0848062500931,0.00539033648665819,0.307407207233729,0.0175349438014581,0.986009856004793,0.991997770110085,ENSG00000004059,ARF5,protein_coding,coding,74.3812726505389,82.6324934306684,24.9822485649329,100.897842194367,56.9100433914429,91.9408358329924,114.79521252177,65.892779457572,85.3742490053057,53.5805640871142,47.1375263853403,66.4926074790723
gene047,1.54422654284463,-0.360231650231648,0.527248503239108,-0.683986668945166,0.493983583873016,0.685549042016231,ENSG00000004139,SARM1,protein_coding,coding,0,0.960842946868237,2.88256714210764,0.989194531317322,1.9624152893601,5.10782421294402,1.8665888214922,0.915177492466277,0,0.956795787269897,0.961990334394699,1.92732195591514
gene048,4.0237889834669,0.285782554503486,0.531476628486446,0.537985404297793,0.590587125209971,0.748780105176927,ENSG00000004142,POLDIP2,protein_coding,coding,7.03606633180773,1.92168589373647,6.72598999825115,3.95677812526929,0,0,0.9332944107461,2.74553247739883,0,11.4815494472388,3.8479613375788,9.63660977957569
gene049,4.75303913576305,-0.0704614705273267,0.520994746165938,-0.13525430190904,0.892410814777648,0.938417547766601,ENSG00000004399,PLXND1,protein_coding,coding,6.03091399869234,2.88252884060471,7.68684571228703,5.93516718790393,0,7.15095389812163,0.9332944107461,8.2365974321965,3.75271424199146,3.82718314907959,0,10.6002707575333
gene050,1.27107305760024,0.21088029207338,0.489219673722778,0.432173652976181,0.665615206843836,0.810810680885751,ENSG00000004455,AK2,protein_coding,coding,0,4.80421473434119,0,0,0.981207644680051,0,0,0.915177492466277,3.75271424199146,1.91359157453979,2.8859710031841,0
gene051,38.3232986457282,0.636591725082405,0.339702417942743,1.87325672370262,0.0610329427589994,0.153198851268802,ENSG00000004468,CD38,protein_coding,coding,19.0978943291924,22.0993877779695,19.2171142807176,18.7946960950291,60.8348739701631,33.7116398054305,47.5980149480511,41.1829871609825,27.2071782544381,41.1422188526056,78.8832074203653,50.1103708537936
gene052,1.42469538491409,0.544463462651274,0.501317424675429,1.10452942050985,0.269363548540101,0.455352665389218,ENSG00000004478,FKBP4,protein_coding,coding,0,0,0,2.96758359395197,0,1.0215648425888,1.8665888214922,3.66070996986511,3.75271424199146,3.82718314907959,0,0
gene053,19.7342205117316,0.202926690694846,0.39666894730074,0.511529668001344,0.608980219566061,0.760499318702464,ENSG00000004487,KDM1A,protein_coding,coding,15.0772849967309,22.0993877779695,9.60855714035879,16.8163070323945,27.4738140510414,17.3666023240097,44.7981317158128,10.9821299095953,19.7017497704552,14.3519368090485,6.73393234076289,31.8008122725998
gene054,12.9769421509798,0.195643164329984,0.459274747396803,0.425925834659437,0.670161889190621,0.812954371444333,ENSG00000004534,RBM6,protein_coding,coding,3.01545699934617,22.0993877779695,4.8042785701794,8.9027507818559,15.6993223148808,16.3450374814209,1.8665888214922,22.8794373116569,17.8253926494594,9.56795787269897,26.9357293630516,5.78196586774542
gene055,7.59439210135117,0.472687319057708,0.501879272212723,0.941467821152974,0.346465172139448,0.546645049375573,ENSG00000004660,CAMKK1,protein_coding,coding,10.0515233311539,6.72590062807766,1.92171142807176,13.8487234384425,0,2.04312968517761,3.7331776429844,16.473194864393,9.38178560497865,2.87038736180969,4.8099516719735,19.2732195591514
gene056,2.59603277038854,0.112448444967202,0.519670132711365,0.216696783173767,0.828444655099185,0.898989068961343,ENSG00000004700,RECQL,protein_coding,coding,1.00515233311539,1.92168589373647,1.92171142807176,0,0,9.19408358329924,6.5330608752227,0,0,0.956795787269897,9.61990334394699,0
gene057,180.284925326322,-1.04787448300452,0.301727810587924,-3.47232405760726,0.000515973097411018,0.00483846470591086,ENSG00000004766,VPS50,protein_coding,coding,135.695564970578,188.325217586174,290.178425638836,366.991171118726,248.245534104053,261.520599702734,94.2627354853561,36.6070996986511,122.90139142522,164.568875410422,163.538356847099,90.5841319280115
gene058,24.2705501539347,-1.01508954306785,0.360488352720028,-2.81144094153386,0.00493201441281047,0.0255334496163209,ENSG00000004776,HSPB6,protein_coding,coding,34.1751793259233,33.6295031403883,15.3736914245741,26.7082523455677,52.9852128127227,38.8194640183746,17.7325938041759,21.9642598191907,4.69089280248932,13.3951410217786,16.3538356847099,15.4185756473211
gene059,7.95384007895336,-0.101440066896735,0.488322493460299,-0.207715060158461,0.835451457839996,0.901723957798693,ENSG00000004777,ARHGAP33,protein_coding,coding,3.01545699934617,9.60842946868237,8.64770142632291,1.97838906263464,17.6617376042409,9.19408358329924,2.7998832322383,9.15177492466277,10.3199641654765,3.82718314907959,18.2778163534993,0.963660977957569
gene060,71.6729131116458,-1.25312426605425,0.28319234376644,-4.4212154183582,9.81472651983254e-06,0.000203246628348199,ENSG00000004779,NDUFAB1,protein_coding,coding,90.4637099803851,109.536095942979,113.380974256234,106.833009382271,121.669747940326,76.6173631941603,35.4651876083518,33.8615672212523,36.5889638594167,21.0495073199377,38.479613375788,76.129217258648
gene061,15.6227757784605,0.208297988115821,0.414600127738163,0.502325057880061,0.615438885646438,0.7646828154157,ENSG00000004799,PDK4,protein_coding,coding,10.0515233311539,11.5301153624188,20.1779699947535,22.7514742202984,13.7369070255207,7.15095389812163,28.9321267331291,13.7276623869942,9.38178560497865,3.82718314907959,28.859710031841,17.3458976032362
gene062,0.0797329822724914,0.043776183496646,0.325762637752005,0.134380614666964,0.893101609846282,0.938417547766601,ENSG00000004809,SLC22A16,protein_coding,coding,0,0,0,0,0,0,0,0,0,0.956795787269897,0,0
gene063,307.224785211104,1.37551988873078,0.293282267950511,4.68907206753384,2.74446727848071e-06,8.0235308082642e-05,ENSG00000004838,ZMYND10,protein_coding,coding,60.3091399869234,185.44268874557,170.071461384351,193.882128138195,200.16635951473,153.234726388321,334.119399047104,768.749093671673,654.84863522751,285.125144606429,322.266762022224,358.481883800216
gene064,5.32292179895943,-0.436701374100392,0.527200948563331,-0.829156535345601,0.40701583617374,0.610842591568746,ENSG00000004846,ABCB5,protein_coding,coding,6.03091399869234,0,4.8042785701794,0,3.9248305787202,25.5391210647201,9.332944107461,2.74553247739883,0.938178560497865,4.78397893634948,3.8479613375788,1.92732195591514
gene065,2.67920762607815,-0.149823769757138,0.531379490028657,-0.282205920686774,0.777785618707016,0.866725229814768,ENSG00000004848,ARX,protein_coding,coding,3.01545699934617,0,6.72598999825115,0.989194531317322,0.981207644680051,6.12938905553283,0.9332944107461,0,3.75271424199146,0,7.69592267515759,1.92732195591514
gene066,22.596086383822,-0.784073682813221,0.352950701340989,-2.21939181151653,0.0264600802579859,0.0806788950197483,ENSG00000004864,SLC25A13,protein_coding,coding,28.1442653272309,12.4909583092871,39.395084275471,32.6434195334716,41.2107210765621,22.4744265369537,9.332944107461,13.7276623869942,13.1344998469701,20.0927115326678,23.0877680254728,15.4185756473211
gene067,32.2561184402162,-0.82005419792709,0.3165597726096,-2.58859368833593,0.00963687281226923,0.041289015411188,ENSG00000004866,ST7,protein_coding,coding,48.2473119895387,27.8644454591789,49.0036414158298,45.5029484405968,45.1355516552823,36.776334333197,11.1995329289532,24.7097922965895,13.1344998469701,30.6174651926367,26.9357293630516,27.9461683607695
gene068,8.3355932901388,0.359713243327534,0.489301039634516,0.734869234832603,0.462419136575964,0.66095164494685,ENSG00000004897,CDC27,protein_coding,coding,0,12.4909583092871,6.72598999825115,16.8163070323945,0.981207644680051,4.08625937035522,4.6664720537305,5.49106495479767,9.38178560497865,14.3519368090485,11.5438840127364,13.491253691406
gene069,33.6529483526049,0.836659625522413,0.387367203863895,2.15831012219743,0.0309037282650774,0.0911461542154239,ENSG00000004939,SLC4A1,protein_coding,coding,22.1133513285386,17.2951730436283,13.4519799965023,10.8811398444905,52.9852128127227,18.3881671665985,41.0649540728284,88.7722167692289,58.1670707508676,22.0063031072076,42.3275747133668,16.3822366252787
gene070,10.1005059388938,0.303127090164603,0.487702643513149,0.621492167138935,0.534275846612542,0.706837815051253,ENSG00000004948,CALCR,protein_coding,coding,11.0566756642693,5.76505768120942,8.64770142632291,0,9.81207644680051,16.3450374814209,11.1995329289532,20.1339048342581,10.3199641654765,0,11.5438840127364,16.3822366252787
gene071,21.9212503845393,-0.938691743394212,0.37927588563305,-2.47161259959058,0.0134505185684878,0.0516246698466297,ENSG00000004961,HCCS,protein_coding,coding,25.1288083278848,40.355403768466,40.3559399895069,28.6866414082023,26.4926064063614,18.3881671665985,4.6664720537305,10.9821299095953,12.1963212864722,6.69757051088928,24.0497583598675,25.0551854268968
gene072,16.2716420899801,0.832982329913623,0.499758075917177,1.66751597341192,0.0954118508913026,0.216381438496856,ENSG00000004975,DVL2,protein_coding,coding,4.02060933246156,12.4909583092871,6.72598999825115,30.665030470837,0,4.08625937035522,11.1995329289532,30.2008572513872,41.279856661906,46.8829935762249,0.961990334394699,6.74562684570298
gene073,3.20799584669778,-0.988814147498595,0.530346640905551,-1.8852506274892,,,ENSG00000005001,PRSS22,protein_coding,coding,2.01030466623078,25.9427595654424,0,1.97838906263464,1.9624152893601,0,0.9332944107461,0.915177492466277,1.87635712099573,1.91359157453979,0,0.963660977957569
gene074,289.73046498722,-0.0726186541973329,0.268241549290552,-0.27072132642094,0.786605373006063,0.868761934186696,ENSG00000005007,UPF1,protein_coding,coding,227.164427284078,191.207746426779,527.509787005698,327.423389866034,170.730130174329,341.202657424661,305.187272313975,187.611385955587,274.886318225874,376.977540184339,284.749138980831,262.115786004459
gene075,21.9835020425634,-0.924749261701149,0.359561132377181,-2.568409698499,0.0102166326954814,0.0433988585440533,ENSG00000005020,SKAP2,protein_coding,coding,28.1442653272309,19.2168589373647,24.9822485649329,29.6758359395197,28.4550216957215,48.0135476016738,14.9327105719376,7.32141993973022,12.1963212864722,24.8766904690173,18.2778163534993,7.70928782366055
gene076,3.67264144813044,0.168716503389607,0.532257707552152,0.316907758665348,0.751313594685128,0.85221302115157,ENSG00000005022,SLC25A5,protein_coding,coding,0,6.72590062807766,0.960855714035879,4.94597265658661,6.86845351276035,0,0,7.32141993973022,1.87635712099573,3.82718314907959,10.5818936783417,0.963660977957569
gene077,2.02979582003089,-0.377852177630029,0.525704326320514,-0.720613290776544,0.471147474262036,0.6671233467471,ENSG00000005059,MCUB,protein_coding,coding,9.04637099803851,0,2.88256714210764,0,2.94362293404015,1.0215648425888,1.8665888214922,2.74553247739883,0,0,1.9239806687894,1.92732195591514
gene078,87.0114069520491,1.65613751825295,0.29990708701432,5.51424276581904,3.50284815645183e-08,1.74091553375656e-06,ENSG00000005073,HOXA11,protein_coding,coding,39.2009409915002,34.5903460872565,45.1602185596863,33.6326140647889,24.5301911170013,54.1429366572066,259.455846187416,140.937333839807,106.014177336259,113.858698685118,68.3013137420236,124.312266156526
gene079,1.33456074991802,0.26290113660168,0.337645652697506,0.902432819920392,0.366826993311689,0.567953319862646,ENSG00000005075,POLR2J,protein_coding,coding,0,0.960842946868237,0,0,0.981207644680051,0,0,0,14.072678407468,0,0,0
gene080,10.4207724727327,1.03416240284071,0.41977285090513,2.45249779456107,0.014186824907502,0.0530139246543497,ENSG00000005100,DHX33,protein_coding,coding,7.03606633180773,8.64758652181414,8.64770142632291,1.97838906263464,2.94362293404015,7.15095389812163,15.8660049826837,13.7276623869942,20.639928330953,16.2655283835882,10.5818936783417,11.5639317354908
gene081,5.63978311399239,-0.117560426194374,0.529859535844274,-0.221899526438003,0.824392099190274,0.896794449397883,ENSG00000005102,MEOX1,protein_coding,coding,0,7.6867435749459,1.92171142807176,22.7514742202984,2.94362293404015,1.0215648425888,0,0.915177492466277,11.2581427259744,12.4383452345087,2.8859710031841,3.85464391183028
gene082,26.455579112973,-1.08307804254042,0.376074025147772,-2.87530558169558,0.00403636640023424,0.0219290455854507,ENSG00000005108,THSD7A,protein_coding,coding,21.1081989954232,30.7469742997836,39.395084275471,80.1247570367031,26.4926064063614,26.5606859073089,14.9327105719376,28.3705022664546,7.50542848398292,21.0495073199377,11.5438840127364,9.63660977957569
gene083,65.4823565665545,-0.494889371938149,0.340931059716163,-1.45144346686739,0.146656413508917,0.298586893008445,ENSG00000005156,LIG3,protein_coding,coding,114.587365975154,112.418624783584,90.3204371193726,48.4705320345488,19.624152893601,82.7467522496932,85.8630857886412,32.0312122363197,49.7234637063868,31.5742609799066,58.6814103980766,59.7469806333693
gene084,12.0117184025286,0.939258364686656,0.446587462359803,2.09785130296175,0.0359182829090757,0.103187205813934,ENSG00000005175,RPAP3,protein_coding,coding,5.02576166557695,4.80421473434119,3.84342285614352,4.94597265658661,20.6053605382811,4.08625937035522,7.4663552859688,31.1160347438534,10.3199641654765,9.56795787269897,24.0497583598675,18.3095585811938
