rowname,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,geneID,geneName,geneBiotype,broadClass,sample01,sample02,sample03,sample04,sample05,sample06,sample07,sample08,sample09,sample10,sample11,sample12
gene403,47.9231198799849,1.68792150535215,0.320812330998716,5.24593920147318,1.55488175488799e-07,6.6002740416139e-06,ENSG00000020633,RUNX3,protein_coding,coding,20.1030466623078,17.2951730436283,24.9822485649329,6.92436171922125,39.248305787202,14.3019077962433,68.1304919844653,53.0802945630441,98.5087488522758,77.5004587688617,84.6551494267335,70.3472513909026
gene497,48.3315200064644,-1.98100951523875,0.376639588199064,-5.24140009356701,1.59362753519853e-07,6.6002740416139e-06,ENSG00000033011,ALG1,protein_coding,coding,32.1648746596925,102.810195314901,67.2598999825116,184.979377356339,68.6845351276035,27.5822507498977,25.1989490901447,10.9821299095953,10.3199641654765,12.4383452345087,14.4298550159205,23.1278634709817
gene248,153.240399806596,1.30210833640946,0.252234927104416,5.15994733976193,2.47019313913967e-07,9.44373838578781e-06,ENSG00000010165,METTL13,protein_coding,coding,94.4843193128467,57.6505768120942,59.5730542702245,91.0058968811936,93.2147262446048,113.393697527357,142.794044844153,201.339048342581,186.697533539075,212.408664773917,314.570839347067,271.752395784035
gene004,81.1776844552012,-1.80260836472936,0.364371380404105,-4.94021279555838,7.80373590203037e-07,2.77032624522078e-05,ENSG00000000457,SCYL3,protein_coding,coding,170.875896629616,60.533105652699,250.783341363364,44.5137539092795,65.7409121935634,196.14044977705,16.7992993934298,51.2499395781115,30.0217139359317,20.0927115326678,43.2895650477615,24.0915244489392
gene285,116.377626572933,-1.33722645774404,0.280235083816641,-4.76908256586911,1.85066803162981e-06,6.13188007813345e-05,ENSG00000011198,ABHD5,protein_coding,coding,182.937724627001,203.698704736066,146.050068533454,182.011793762387,117.744917361606,188.989495878929,34.5318931976057,71.3838444123697,37.5271424199146,69.8460924707025,49.0615070541297,112.748334421036
gene489,154.608503299159,1.52421714020351,0.323260006629654,4.71269926686034,2.44456837531711e-06,7.59344051582878e-05,ENSG00000031081,ARHGAP31,protein_coding,coding,47.2421596564233,27.8644454591789,110.498407114126,42.5353648466448,64.7597045488833,144.040642805021,143.727339254899,252.588987920693,270.195425423385,197.099932177599,183.740153869388,371.009476513664
gene063,307.224785211104,1.37551988873078,0.293282267950511,4.68907206753384,2.74446727848071e-06,8.0235308082642e-05,ENSG00000004838,ZMYND10,protein_coding,coding,60.3091399869234,185.44268874557,170.071461384351,193.882128138195,200.16635951473,153.234726388321,334.119399047104,768.749093671673,654.84863522751,285.125144606429,322.266762022224,358.481883800216
gene023,67.0125728405616,-1.24348799035276,0.268629742388399,-4.62458292532604,3.7535289826337e-06,0.000100233942984746,ENSG00000002549,LAP3,protein_coding,coding,76.3915773167697,73.024063961986,111.459262828162,135.519650790473,106.951633270126,72.5311038238051,46.664720537305,37.5222771911174,37.5271424199146,48.7965851507647,32.7076713694198,25.0551854268968
gene148,238.021401399395,-1.1223042292882,0.242861315623571,-4.62029862256618,3.83188112014118e-06,0.000100233942984746,ENSG00000006638,TBXA2R,protein_coding,coding,258.324149610655,288.252884060471,466.015021307401,410.515730496689,276.700555799774,285.016591082276,125.994745450724,109.821299095953,225.162854519488,110.988311323308,134.678646815258,164.786027230744
gene448,15.0251479636922,2.26333343959231,0.485042529622593,4.58796943888597,4.47578139660566e-06,0.000111223167705651,ENSG00000025708,TYMP,protein_coding,coding,2.01030466623078,0.960842946868237,7.68684571228703,1.97838906263464,0,4.08625937035522,25.1989490901447,11.8973074020616,3.75271424199146,80.3708461306714,24.0497583598675,18.3095585811938
gene215,50.0889795611002,1.88977986397741,0.412290177474443,4.57260751659115,4.8169191095404e-06,0.00011400041892579,ENSG00000008323,PLEKHG6,protein_coding,coding,5.02576166557695,14.4126442030236,3.84342285614352,21.7622796889811,51.0227975233626,4.08625937035522,57.8642534662582,69.5534894274371,58.1670707508676,66.0189093216229,159.69039550952,89.6204709500539
gene473,12.8058116314031,-2.11063586503703,0.457207984874254,-4.52989299003913,5.90135686680438e-06,0.00013331701649099,ENSG00000028528,SNX1,protein_coding,coding,10.0515233311539,17.2951730436283,42.2776514175787,33.6326140647889,4.90603822340025,26.5606859073089,0.9332944107461,2.74553247739883,4.69089280248932,2.87038736180969,1.9239806687894,5.78196586774542
gene412,152.459267797087,-1.17937737313819,0.265458672963774,-4.44131985186097,8.94087806362479e-06,0.000193200712940066,ENSG00000021776,AQR,protein_coding,coding,122.628584640078,208.502919470407,221.957669942288,176.076626574483,259.038818195533,303.404758248875,101.729090771325,81.4507968294987,102.261463094267,113.858698685118,95.2370431050752,43.3647440080906
gene060,71.6729131116458,-1.25312426605425,0.28319234376644,-4.4212154183582,9.81472651983254e-06,0.000203246628348199,ENSG00000004779,NDUFAB1,protein_coding,coding,90.4637099803851,109.536095942979,113.380974256234,106.833009382271,121.669747940326,76.6173631941603,35.4651876083518,33.8615672212523,36.5889638594167,21.0495073199377,38.479613375788,76.129217258648
gene105,76.1186424146633,1.18139145464654,0.277905682074146,4.24760932298501,2.16063740559014e-05,0.00042953471623132,ENSG00000005801,ZNF195,protein_coding,coding,30.1545699934617,71.1023780682496,40.3559399895069,55.39489375377,40.2295134318821,29.6253804350753,97.0626187175944,66.8079569500383,140.72678407468,124.383452345087,119.286801464943,98.2934197516721
gene277,87.0653429279999,1.22234627041192,0.291026552370518,4.19717964617761,2.70259551956782e-05,0.000508466674849476,ENSG00000011021,CLCN6,protein_coding,coding,74.3812726505389,31.7078172466518,43.2385071316146,85.0707296932897,37.2858904978419,25.5391210647201,142.794044844153,92.432926739094,111.643248699246,122.469860770547,159.69039550952,118.530300288781
gene298,67.4590606178154,1.24659712002978,0.297065657330265,4.19222700867494,2.76229380702935e-05,0.000508466674849476,ENSG00000011426,ANLN,protein_coding,coding,29.1494176603463,36.512031980993,30.7473828491481,41.5461703153275,54.9476281020828,33.7116398054305,64.3973143414809,103.415056648689,126.654105667212,54.5373598743841,160.652385843915,73.2382343247753
gene317,37.9395660270799,-1.48756578891868,0.357124193398123,-4.15575197071571,3.2421940453112e-05,0.000575489443042739,ENSG00000012232,EXTL3,protein_coding,coding,102.52553797777,72.0632210151178,36.5125171333634,63.3084500043086,31.3986446297616,42.9057233887298,14.9327105719376,28.3705022664546,7.50542848398292,17.2223241708581,9.61990334394699,28.9098293387271
gene291,124.043075412064,-1.22581776289112,0.295811585090579,-4.14218912403407,3.44006484147938e-05,0.000589555940074224,ENSG00000011295,TTC19,protein_coding,coding,229.174731950309,143.165599083367,122.028675682557,113.757371101492,197.22273658069,261.520599702734,68.1304919844653,97.0088142014254,52.5379993878804,28.7038736180969,69.2633040764183,106.002707575333
gene363,138.737789016625,0.898129234070996,0.221507348499142,4.05361272253819,5.04326815138111e-05,0.000835501423745471,ENSG00000015532,XYLT2,protein_coding,coding,102.52553797777,107.614410049243,108.576695686054,90.0167023498763,73.5905733510038,87.8545764626372,220.25748093608,148.258753779537,205.461104749032,172.223241708581,213.561854235623,134.91253691406
gene181,12.4007099645249,-1.72232005468826,0.422305203116434,-4.02984371145955,5.58139497577252e-05,0.000894823646115787,ENSG00000007350,TKTL1,protein_coding,coding,12.0618279973847,16.33433009676,23.0605371368611,18.7946960950291,19.624152893601,31.6685101202529,4.6664720537305,8.2365974321965,2.81453568149359,1.91359157453979,1.9239806687894,7.70928782366055
gene097,69.1112165779981,1.30604783768522,0.326610789351841,3.99488219809718,6.47264279994203e-05,0.000953526608383472,ENSG00000005436,GCFC2,protein_coding,coding,9.04637099803851,44.1987755559389,23.0605371368611,51.4381156285007,39.248305787202,54.1429366572066,136.260983968931,93.3481042315603,116.334141501735,102.377149237879,50.9854877229191,108.893690509205
gene166,33.1761278242051,1.50058447877041,0.375888996608105,3.98070123554094,6.87122668966231e-05,0.000953526608383472,ENSG00000007062,PROM1,protein_coding,coding,9.04637099803851,9.60842946868237,11.5302685684306,30.665030470837,16.6805299595609,13.2803429536545,104.528974003563,45.7588746233139,18.7635712099573,60.2781345980035,48.099516719735,29.8734903166846
gene217,155.811392347093,1.45368123772755,0.364555969188615,3.98630869315544,6.71091898538143e-05,0.000953526608383472,ENSG00000008382,MPND,protein_coding,coding,66.3400539856158,65.3373203870401,133.558944250987,120.681732820713,27.4738140510414,30.6469452776641,366.784703423217,219.642598191907,82.5597133238121,276.513982521,385.758124092274,94.4387758398418
gene441,29.3166561924534,-1.35166282528484,0.337740499290199,-3.99149813269089,6.56572054989966e-05,0.000953526608383472,ENSG00000024526,DEPDC1,protein_coding,coding,20.1030466623078,56.689733865226,35.5516614193275,37.5893921900582,53.9664204574028,57.2076311849731,11.1995329289532,11.8973074020616,25.3308211334423,16.2655283835882,11.5438840127364,14.4549146693635
gene449,59.9051438384787,1.35780868837359,0.341360050076497,3.97295356948588,7.09868903625522e-05,0.000953526608383472,ENSG00000025770,NCAPH2,protein_coding,coding,39.2009409915002,35.5511890341248,18.2562585666817,43.5245593779622,5.8872458680803,41.884158546141,125.061451039977,85.1115067993638,48.785285145889,118.642677621467,69.2633040764183,87.6931489941388
gene456,25.9514009208925,-1.7115263474493,0.428580895300043,-3.97747126739838,6.96520360175736e-05,0.000953526608383472,ENSG00000026297,RNASET2,protein_coding,coding,72.3709679843081,12.4909583092871,23.0605371368611,42.5353648466448,28.4550216957215,75.5957983515715,11.1995329289532,23.7946148041232,6.56724992348505,8.61116208542907,5.77194200636819,0.963660977957569
gene364,52.5095513875287,1.43843114457821,0.366429927886992,3.91999763747297,8.85498366796444e-05,0.00115813865341535,ENSG00000015568,RGPD5,protein_coding,coding,8.04121866492312,15.3734871498918,23.0605371368611,23.7406687516157,26.4926064063614,54.1429366572066,23.3323602686525,71.3838444123697,67.5488563558463,110.031515536038,126.9827241401,79.9838611704782
gene001,148.403785000558,1.35264210025029,0.347548502865268,3.89050465658048,0.000100035957129943,0.00127481719727133,ENSG00000000003,TSPAN6,protein_coding,coding,64.329749319385,146.048127923972,59.5730542702245,98.9194531317322,76.534196285044,10.215648425888,153.06028336236,337.700494720056,157.613998163641,165.525671197692,218.371805907597,292.952937299101
gene375,7.70226994130869,-1.82202047465027,0.460209521862751,-3.86589189343279,0.00011068396150745,0.00137524822173006,ENSG00000017483,SLC38A5,protein_coding,coding,16.0824373298462,5.76505768120942,13.4519799965023,13.8487234384425,13.7369070255207,15.3234726388321,0.9332944107461,1.83035498493256,2.81453568149359,3.82718314907959,2.8859710031841,1.92732195591514
gene085,32.9331783297489,1.64863484063096,0.428778137939633,3.83490150834434,0.000125614619961791,0.00152269429563439,ENSG00000005187,ACSM3,protein_coding,coding,1.00515233311539,7.6867435749459,17.2954028526458,3.95677812526929,29.4362293404015,16.3450374814209,114.79521252177,39.3526321760499,73.1779277188335,44.9694020016852,24.0497583598675,23.1278634709817
gene321,121.469664967848,1.02218192729564,0.268664231045665,3.80331843725185,0.00014277064179789,0.00168945259460837,ENSG00000012817,KDM5D,protein_coding,coding,87.448252981039,73.9849069088543,98.9681385456956,64.2976445356259,83.4026497978043,56.1860663423843,134.394395147438,290.11126511181,128.530462788207,115.772290259658,123.134762802522,201.405144393132
gene235,22.7721352226695,1.47673912745958,0.388336148062434,3.78690181847012,0.000152537336974552,0.00176304782503144,ENSG00000009694,TENM1,protein_coding,coding,15.0772849967309,8.64758652181414,2.88256714210764,13.8487234384425,11.7744917361606,10.215648425888,20.5324770364142,46.6740521157802,17.8253926494594,58.3645430234637,19.239806687894,48.1830488978785
gene198,7.58963967651022,-1.95603070602173,0.506357285256301,-3.77566889607089,0.000159578851853939,0.00180251566753199,ENSG00000008018,PSMB1,protein_coding,coding,3.01545699934617,19.2168589373647,19.2171142807176,6.92436171922125,12.7556993808407,20.4312968517761,1.8665888214922,0,1.87635712099573,0,5.77194200636819,0
gene117,20.5197421143892,-1.45433999972885,0.392345052548652,-3.69132796736532,0.000223086260871196,0.00241030155767357,ENSG00000006016,CRLF1,protein_coding,coding,27.1391129941155,37.4728749278613,38.4342285614352,25.7190578142504,14.7181146702008,45.9704179164962,15.8660049826837,3.66070996986511,8.44360704448078,9.56795787269897,16.3538356847099,2.89098293387271
gene405,60.5884612021042,-1.16106350493083,0.314063931651517,-3.69394928877987,0.000220797853573216,0.00241030155767357,ENSG00000021300,PLEKHB1,protein_coding,coding,141.72647896927,49.0029902902801,91.2812928334085,48.4705320345488,69.6657427722836,115.436827212535,31.7320099653674,33.8615672212523,42.2180352224039,52.6237682998443,18.2778163534993,32.7644732505574
gene378,66.2039173953519,1.34656672133621,0.371399881085421,3.62246947941941,0.000291803899259974,0.00308567101983419,ENSG00000018236,CNTN1,protein_coding,coding,17.0875896629616,72.0632210151178,20.1779699947535,25.7190578142504,6.86845351276035,58.2291960275619,85.8630857886412,88.7722167692289,45.9707494643954,135.865001792325,111.590878789785,126.239588112442
gene366,103.96370126095,0.95730634466724,0.264594791847811,3.6166558434646,0.00029843366998959,0.00309003195801721,ENSG00000015676,NUDCD3,protein_coding,coding,59.303987653808,100.888509421165,73.0250342667268,71.2220062548472,42.1919287212422,64.3585850830947,165.19311070206,177.544433538458,125.715927106714,90.8955997906402,177.968211863019,99.2570807296296
gene422,220.321306594233,1.1362051024508,0.317299222249202,3.58024262020985,0.000343275323633513,0.00348179256828278,ENSG00000023041,ZDHHC6,protein_coding,coding,179.922267627655,122.027054252266,157.580337101884,135.519650790473,109.895256204166,73.5526686663939,207.191359185634,211.40600075971,424.994887905533,93.7659871524499,557.954393948926,370.045815535707
gene377,45.0915225150536,-1.18763655837191,0.337044943256107,-3.51974834128492,0.000431956439411579,0.0042936470077511,ENSG00000018189,RUFY3,protein_coding,coding,62.3194446531542,61.4939485995672,43.2385071316146,72.2112007861645,63.7784969042033,84.7898819348708,14.9327105719376,27.4553247739883,17.8253926494594,56.4509514489239,9.61990334394699,26.9825073828119
gene395,191.243480777972,0.773637765667369,0.220632633334303,3.50601484433455,0.00045486985065995,0.00443275128976461,ENSG00000019991,HGF,protein_coding,coding,187.963486292578,131.635483720949,141.245789963274,150.357568760233,81.4402345084442,140.975948277255,273.455262348607,235.200615563833,265.504532620896,202.840706901218,241.459573933069,242.842566445307
gene439,14.3873055986985,-1.42965851574018,0.406385287137155,-3.49662228211494,0.000471188483846672,0.00450347454753454,ENSG00000024048,UBR2,protein_coding,coding,23.118503661654,32.6686601935201,10.5694128543947,26.7082523455677,25.5113987616813,14.3019077962433,5.5997664644766,7.32141993973022,2.81453568149359,4.78397893634948,13.4678646815258,5.78196586774542
gene057,180.284925326322,-1.04787448300452,0.301727810587924,-3.47232405760726,0.000515973097411018,0.00483846470591086,ENSG00000004766,VPS50,protein_coding,coding,135.695564970578,188.325217586174,290.178425638836,366.991171118726,248.245534104053,261.520599702734,94.2627354853561,36.6070996986511,122.90139142522,164.568875410422,163.538356847099,90.5841319280115
gene150,27.9316670561132,1.28903502466265,0.373379880037244,3.4434569991579,0.00057432791776038,0.00528594398383165,ENSG00000006659,LGALS14,protein_coding,coding,13.0669803305001,10.5692724155506,32.6690942772199,3.95677812526929,15.6993223148808,11.2372132684768,42.9315428943206,66.8079569500383,41.279856661906,44.9694020016852,25.9737390286569,26.0188464048544
gene491,29.0950319381679,1.38466717973943,0.402394406425792,3.43290899840551,0.000597142485406515,0.00539599664085524,ENSG00000031698,SARS,protein_coding,coding,28.1442653272309,11.5301153624188,7.68684571228703,5.93516718790393,15.6993223148808,14.3019077962433,9.332944107461,79.6204418445662,74.1161062793313,40.1854230653357,28.859710031841,33.7281342285149
gene206,228.434659549,-0.840829384913992,0.245316862421384,-3.42716531483556,0.000609917637190636,0.00541301903006689,ENSG00000008197,TFAP2D,protein_coding,coding,213.092294620463,278.644454591789,351.673191337132,426.342842997766,342.441467993338,168.558199027153,176.392643631013,133.615913900077,155.737641042646,189.44556587944,120.248791799337,185.022907767853
gene460,122.032652405028,1.12952357762719,0.330875137382661,3.41264732205464,0.000643351425132455,0.0056095729524707,ENSG00000026751,SLAMF7,protein_coding,coding,100.515233311539,75.9065928025907,44.1993628456504,94.9626750064629,25.5113987616813,88.876141305226,47.5980149480511,189.441740940519,244.864604289943,167.439262772232,223.18175757957,161.895044296872
gene320,63.9155784278292,0.892063133218589,0.261888289428415,3.40444443038578,0.000662987883028917,0.00568112030802365,ENSG00000012779,ALOX5,protein_coding,coding,39.2009409915002,48.0421473434119,50.9253528439016,43.5245593779622,32.3798522744417,46.991982759085,84.9297913778951,69.5534894274371,55.352535069374,76.5436629815918,99.085004442654,120.457622244696
gene336,21.3888699729361,1.45352601866416,0.428290199234258,3.38188313328061,0.000719907644718856,0.00606430676991986,ENSG00000013503,POLR3B,protein_coding,coding,2.01030466623078,18.2560159904965,4.8042785701794,2.96758359395197,5.8872458680803,22.4744265369537,23.3323602686525,42.0981646534488,21.5781068914509,59.3213388107336,16.3538356847099,37.5827781403452
gene116,279.242168137017,-0.861489579521571,0.25584787890852,-3.36690907926053,0.00076015745905264,0.00619341405162561,ENSG00000006015,REX1BD,protein_coding,coding,234.200493615886,345.903460872565,338.221211340629,442.169955498843,315.948861586976,514.868680664757,113.861918111024,231.539905593968,293.649889435832,210.495073199377,145.2605404936,164.786027230744
gene444,68.0159604479137,0.977162095614096,0.289865128114179,3.3691643182273,0.000753964664448268,0.00619341405162561,ENSG00000025156,HSF2,protein_coding,coding,55.2833783213465,26.9036025123106,51.8862085579375,47.4813375032315,52.9852128127227,29.6253804350753,105.462268414309,41.1829871609825,123.839569985718,91.8523955779101,87.5411204299176,102.148063663502
gene374,16.4196483611132,1.40025174122244,0.418905368750172,3.3260152546006,0.000880971070614024,0.00706197777572854,ENSG00000017427,IGF1,protein_coding,coding,16.0824373298462,2.88252884060471,5.76513428421528,7.91355625053858,9.81207644680051,3.06469452776641,44.7981317158128,30.2008572513872,16.8872140889616,13.3951410217786,12.5058743471311,33.7281342285149
gene091,184.887115541872,-0.879645227507388,0.266340805363074,-3.30225298987078,0.000959115213377898,0.0075663533499812,ENSG00000005249,PRKAR2B,protein_coding,coding,210.076837621117,313.234800679045,173.914884240494,358.088420336871,183.485829555169,220.658005999182,127.861334272216,104.330234141156,188.573890660071,90.8955997906402,77.9212170859706,169.604332120532
gene003,10.6049816556073,-1.55404632080725,0.468131217969108,-3.29249493232133,0.000993026874289487,0.0077114743206543,ENSG00000000419,DPM1,protein_coding,coding,30.1545699934617,20.177701884233,11.5302685684306,18.7946960950291,16.6805299595609,6.12938905553283,0.9332944107461,2.74553247739883,0.938178560497865,12.4383452345087,4.8099516719735,1.92732195591514
gene360,95.0708835816749,-1.21511572319074,0.37693921781715,-3.22270872040635,0.00126984612417906,0.00970943882641526,ENSG00000015475,BID,protein_coding,coding,284.458110271655,158.539086233259,37.4733728473993,75.1787843801165,104.008010336085,171.622893554919,72.7969640381958,28.3705022664546,53.4761779483783,11.4815494472388,80.8071880891547,62.637963567242
gene270,8.62528268818227,-1.49113416313218,0.45996203816611,-3.20601734207953,0.00134585877036584,0.00998345983390783,ENSG00000010704,HFE,protein_coding,coding,10.0515233311539,16.33433009676,20.1779699947535,6.92436171922125,6.86845351276035,22.4744265369537,6.5330608752227,4.57588746233139,1.87635712099573,2.87038736180969,0.961990334394699,3.85464391183028
gene495,14.4503003329272,1.54228055727949,0.478632727655993,3.20842616365088,0.00133463573787784,0.00998345983390783,ENSG00000032444,PNPLA6,protein_coding,coding,3.01545699934617,0,8.64770142632291,0.989194531317322,9.81207644680051,9.19408358329924,16.7992993934298,54.9106495479767,2.81453568149359,26.7902820435571,25.0117486942622,15.4185756473211
gene384,9.89329458348942,1.44112825869083,0.446083453435378,3.19856153615564,0.00138115053299745,0.0100945855132314,ENSG00000018625,ATP1A2,protein_coding,coding,2.01030466623078,5.76505768120942,7.68684571228703,2.96758359395197,5.8872458680803,1.0215648425888,13.9994161611915,21.9642598191907,7.50542848398292,24.8766904690173,11.5438840127364,13.491253691406
gene376,20.9965076467293,-1.42544695081914,0.445783113963175,-3.18943480222619,0.00142551290403425,0.0102678248305075,ENSG00000017797,RALBP1,protein_coding,coding,34.1751793259233,8.64758652181414,21.1388257087893,74.1895898487991,2.94362293404015,56.1860663423843,4.6664720537305,14.6428398794604,7.50542848398292,9.56795787269897,8.65791300955229,9.63660977957569
gene388,17.4401299802388,1.51102492413837,0.484171361058715,3.11471100590789,0.00184125209970602,0.0128887646979421,ENSG00000019144,PHLDB1,protein_coding,coding,4.02060933246156,4.80421473434119,5.76513428421528,17.8055015637118,1.9624152893601,4.08625937035522,32.6653043761135,65.892779457572,32.8362496174253,0.956795787269897,34.6316520382092,3.85464391183028
gene394,79.1777473315805,1.07020279648067,0.343251413367441,3.11639919449065,0.00183074260318863,0.0128887646979421,ENSG00000019582,CD74,protein_coding,coding,118.607975307616,44.1987755559389,37.4733728473993,30.665030470837,18.642945248921,36.776334333197,82.1299081456568,97.0088142014254,150.108569679658,100.463557663339,64.4533524044449,169.604332120532
gene299,108.153755161224,1.03603528110815,0.333897123576234,3.10192156740996,0.00192268892758826,0.0130900876302927,ENSG00000011451,WIZ,protein_coding,coding,80.4121866492312,63.4156344933037,40.3559399895069,71.2220062548472,79.4778192190841,65.3801499256835,90.5295578423717,86.0266842918301,141.664962635178,80.3708461306714,107.742917452206,391.246357050773
gene385,6.95256788843185,-1.52148308016346,0.483416221973942,-3.10457650671745,0.00190551639847088,0.0130900876302927,ENSG00000018699,TTC27,protein_coding,coding,15.0772849967309,1.92168589373647,19.2171142807176,4.94597265658661,10.7932840914806,16.3450374814209,3.7331776429844,1.83035498493256,1.87635712099573,1.91359157453979,2.8859710031841,2.89098293387271
gene250,70.7394263647381,0.891584046365175,0.289252994812951,3.08094453862346,0.00206345080064919,0.0134938822095085,ENSG00000010244,ZNF207,protein_coding,coding,47.2421596564233,25.9427595654424,52.8470642719734,47.4813375032315,71.6281580616437,41.884158546141,119.461684575501,130.870381422678,62.8579635533569,114.815494472388,61.5673814012607,72.2745733468177
gene333,262.006258161406,0.755776606933288,0.245233523973731,3.08159403592777,0.00205895430984175,0.0134938822095085,ENSG00000013375,PGM3,protein_coding,coding,115.59251830827,185.44268874557,278.648157070405,212.676824233224,208.997228316851,145.06220764761,477.846738302003,237.946148041232,272.071782544381,331.051342395384,369.404288407564,309.33517392438
gene338,191.775415438122,0.90025358591932,0.291757197370011,3.08517425278447,0.00203432929100162,0.0134938822095085,ENSG00000013561,RNF14,protein_coding,coding,57.2936829875772,213.307134204749,84.5553028351574,145.411596103646,107.932840914806,165.493504499386,153.993577773107,203.169403327514,408.107673816571,233.458172093855,269.357293630516,259.224803070586
gene305,13.1953972554254,-1.32308691666689,0.431104472088337,-3.0538211693427,0.00225946724703287,0.0145838340490303,ENSG00000011566,MAP4K3,protein_coding,coding,23.118503661654,24.9819166185742,5.76513428421528,16.8163070323945,29.4362293404015,20.4312968517761,11.1995329289532,4.57588746233139,3.75271424199146,2.87038736180969,12.5058743471311,2.89098293387271
gene021,14.6487417325788,1.49754448993426,0.491220930071156,3.04211954376161,0.00234918577898548,0.0149685298994331,ENSG00000002079,MYH16,transcribed_unitary_pseudogene,pseudo,1.00515233311539,0.960842946868237,2.88256714210764,3.95677812526929,13.7369070255207,9.19408358329924,79.3300249134185,3.66070996986511,15.0108569679658,25.8334862562872,13.4678646815258,6.74562684570298
gene365,56.8914618681792,-1.05078718017016,0.346356793455804,-3.03189350537975,0.00243024927033633,0.0152890365488248,ENSG00000015592,STMN4,protein_coding,coding,25.1288083278848,66.2981633339084,131.637232822915,105.843814850953,71.6281580616437,74.5742335089827,38.2650708405901,44.8436971308476,17.8253926494594,40.1854230653357,14.4298550159205,52.0376928097087
gene209,45.4336842942797,-0.911798088875748,0.301066232481654,-3.02658520318425,0.00247333104474566,0.0153655691154824,ENSG00000008277,ADAM22,protein_coding,coding,71.3658156511927,84.5541793244049,31.708238563184,45.5029484405968,61.8160816148432,68.4448444534499,16.7992993934298,26.5401472815221,35.6507852989189,30.6174651926367,40.4035940445774,31.8008122725998
